"feedback_text","sentiment_label"
"Tâm trạng em tốt hơn trước nên khi học bài kiểm tra giữa kỳ em thấy ổn áp và dễ tập trung hơn.","POSITIVE"
"Tình hình cá nhân của em khá bận rộn nên học tốc độ giảng bài cũng chỉ không quá dễ như vậy.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học feedback từ giảng viên em thấy có động lực hơn hẳn và dễ tập trung hơn.","POSITIVE"
"Em vẫn đang cố cân bằng giữa mất động lực học tập và học cách dạy nên cảm thấy không quá khó.","NEUTRAL"
"Dạo này em áp lực từ việc làm thêm nên khi học deadline bài tập em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Em đang bị hơi rối một chút nên việc theo kịp nội dung khó khiến em không tập trung được thật sự.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài kiểm tra giữa kỳ trở nên hài lòng ghê hơn.","POSITIVE"
"Em đang bị không quá ổn định nên việc theo kịp tài liệu thiếu khiến em rất áp lực thật sự.","NEGATIVE"
"Vì stress kéo dài nhiều ngày nên dù cách chấm điểm không quá khó em vẫn thấy nản lắm rồi.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa khá mệt mỏi và học các yêu cầu môn học nên cảm thấy học được.","NEUTRAL"
"Nhờ giảm bớt việc làm thêm nên em có năng lượng học cách chấm điểm và thấy khá tự tin rõ rệt.","POSITIVE"
"Nhờ thiếu ngủ thường xuyên nên em có năng lượng học hoạt động nhóm và thấy khá tự tin rõ rệt.","POSITIVE"
"Em vẫn đang cố cân bằng giữa stress kéo dài nhiều ngày và học bài giảng nên cảm thấy học được.","NEUTRAL"
"Dạo này em khá bận rộn nên khi học lịch học dày em cảm thấy mệt mỏi ghê và rất khó tập trung.","NEGATIVE"
"Em chưa thật sự ổn định về thiếu ngủ thường xuyên nên học tốc độ giảng bài vẫn khá ổn.","NEUTRAL"
"Dạo này em mất động lực học tập nên khi học tài liệu thiếu em cảm thấy khó theo kịp và rất khó tập trung.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học bài kiểm tra giữa kỳ em cảm thấy hứng thú hẳn lên hơn rất nhiều so với trước đây.","POSITIVE"
"Em vẫn đang cố cân bằng giữa thiếu ngủ liên tục và học bài kiểm tra giữa kỳ nên cảm thấy bình thường.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học yêu cầu môn học em thấy yên tâm hơn nhiều và dễ tập trung hơn.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học sự tương tác trong lớp trở nên rất thoải mái hơn.","POSITIVE"
"Em thấy chán, học mãi mà không thấy hiểu thêm được gì.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học deadline bài tập em thấy rất thoải mái và dễ tập trung hơn.","POSITIVE"
"Dù bài hơi khó nhưng em vẫn theo kịp bài được.","POSITIVE"
"Em đang bị khá mệt mỏi nên việc theo kịp tài liệu thiếu khiến em không thở được thật sự.","NEGATIVE"
"Hơi đuối sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Dạo này em không quá ổn định nên khi học tốc độ giảng bài em cảm thấy đầu óc quay tít và rất khó tập trung.","NEGATIVE"
"Em đang bị hơi rối một chút nên việc theo kịp deadline bài tập khiến em muốn bỏ cuộc thật sự.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học sự tương tác trong lớp em thấy nhẹ đầu hơn nhiều và dễ tập trung hơn.","POSITIVE"
"Mặc dù kiệt sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Tình trạng stress kéo dài nhiều ngày làm em học bài tập nhóm trong trạng thái stress liên tục nhiều ngày nay.","NEGATIVE"
"Dạo này em thiếu ngủ liên tục nên khi học yêu cầu môn học em cảm thấy muốn bỏ cuộc và rất khó tập trung.","NEGATIVE"
"Em chưa thật sự ổn định về thiếu ngủ thường xuyên nên học bài kiểm tra giữa kỳ vẫn không có gì nổi bật.","NEUTRAL"
"Dạo này em ít áp lực từ gia đình hơn nên khi học tài liệu thiếu em cảm thấy hoang mang thật sự và rất khó tập trung.","NEGATIVE"
"Em đang bị stress kéo dài nhiều ngày nên việc theo kịp lịch học dày khiến em rất áp lực thật sự.","NEGATIVE"
"Em đang bị không quá ổn định nên việc theo kịp bài kiểm tra giữa kỳ khiến em stress liên tục thật sự.","NEGATIVE"
"Tuy kiệt sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học khối lượng kiến thức trở nên ổn áp hơn.","POSITIVE"
"ổn định nhưng thực tế em lại quá tải thật sự.","NEGATIVE"
"Nhờ tâm trạng không ổn định nên em có năng lượng học yêu cầu môn học và thấy rất thoải mái rõ rệt.","POSITIVE"
"Mặc dù không theo kịp nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Dạo này sinh hoạt của em áp lực từ việc làm thêm nên việc học tài liệu chỉ ở mức hơi rối, chưa có gì nổi bật.","NEUTRAL"
"Tưởng sẽ theo kịp nhưng cuối cùng lại mất động lực.","NEGATIVE"
"Hơi không theo kịp nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Tưởng sẽ học tốt nhưng cuối cùng lại kiệt sức.","NEGATIVE"
"Tình hình cá nhân của em tâm trạng không ổn định nên học bài kiểm tra giữa kỳ cũng chỉ hơi mệt như vậy.","NEUTRAL"
"Em đang bị stress kéo dài nhiều ngày nên việc theo kịp lịch học dày khiến em không tập trung được thật sự.","NEGATIVE"
"Tình trạng ngủ đủ giấc hơn trước làm em học cách chấm điểm trong trạng thái rất áp lực nhiều ngày nay.","NEGATIVE"
"Nhờ việc sắp xếp thời gian hợp lý hơn nên em có năng lượng học lịch học và thấy ổn áp rõ rệt.","POSITIVE"
"Thầy hay cho ví dụ thực tế lắm, dễ nhớ hơn.","POSITIVE"
"Tuy stress nặng nhưng em vẫn làm được bài tập.","NEUTRAL"
"Em đang bị ngủ đủ giấc hơn trước nên việc theo kịp khối lượng kiến thức khiến em đuối sức thật sự.","NEGATIVE"
"bài hơi khó nhưng em vẫn hiểu được nội dung tốt.","POSITIVE"
"Tình trạng ngủ đủ giấc hơn trước làm em học bài kiểm tra giữa kỳ trong trạng thái đầu óc quay tít nhiều ngày nay.","NEGATIVE"
"Dạo này em hơi rối một chút nên khi học tiến độ học kỳ em cảm thấy hoang mang thật sự và rất khó tập trung.","NEGATIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học deadline bài tập em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Dạo này sinh hoạt của em ngủ đủ giấc hơn trước nên việc học bài kiểm tra giữa kỳ chỉ ở mức bình thường, chưa có gì nổi bật.","NEUTRAL"
"Em chưa thật sự ổn định về chuyện gia đình làm em phân tâm nên học deadline bài tập vẫn bình thường.","NEUTRAL"
"Em vẫn đang cố cân bằng giữa khá mệt mỏi và học deadline bài tập nên cảm thấy không thoải mái lắm.","NEUTRAL"
"Dạo này em chuyện gia đình làm em phân tâm nên khi học khối lượng kiến thức em cảm thấy stress liên tục và rất khó tập trung.","NEGATIVE"
"Tuy không theo kịp nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Dạo này sinh hoạt của em ngủ đủ giấc hơn trước nên việc học tốc độ giảng bài chỉ ở mức hơi rối, chưa có gì nổi bật.","NEUTRAL"
"Vì ít áp lực từ gia đình hơn nên dù cách chấm điểm không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài giảng trở nên hứng thú hẳn lên hơn.","POSITIVE"
"Em đang bị việc sắp xếp thời gian hợp lý hơn nên việc theo kịp lịch học dày khiến em đuối sức thật sự.","NEGATIVE"
"Dạo này sinh hoạt của em không quá ổn định nên việc học lịch học chỉ ở mức tạm chấp nhận được, chưa có gì nổi bật.","NEUTRAL"
"Dạo này sinh hoạt của em ít áp lực từ gia đình hơn nên việc học việc học nhóm chỉ ở mức khá áp lực, chưa có gì nổi bật.","NEUTRAL"
"Tưởng sẽ ổn định nhưng cuối cùng lại không theo kịp.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa mất động lực học tập và học cách dạy nên cảm thấy ở mức trung bình.","NEUTRAL"
"Tình hình cá nhân của em ít áp lực từ gia đình hơn nên học tốc độ giảng bài cũng chỉ ổn định như vậy.","NEUTRAL"
"Tuy kiệt sức nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Môn này ổn, không khiến em thích hay chán gì đặc biệt.","NEUTRAL"
"Dạo này sinh hoạt của em giảm bớt việc làm thêm nên việc học bài tập chỉ ở mức khá áp lực, chưa có gì nổi bật.","NEUTRAL"
"Hơi đuối sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Tình hình cá nhân của em việc sắp xếp thời gian hợp lý hơn nên học tài liệu cũng chỉ ổn định như vậy.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học lịch học trở nên yên tâm hơn nhiều hơn.","POSITIVE"
"Nhờ không quá ổn định nên em có năng lượng học bài thực hành và thấy khá tự tin rõ rệt.","POSITIVE"
"Em chưa thật sự ổn định về khá bận rộn nên học các yêu cầu môn học vẫn vừa phải.","NEUTRAL"
"Vì chuyện gia đình làm em phân tâm nên dù cách chấm điểm không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học sự tương tác trong lớp trở nên có động lực hơn hẳn hơn.","POSITIVE"
"Tuy đuối sức nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Dạo này em giảm bớt việc làm thêm nên khi học lịch học dày em cảm thấy dễ nản và rất khó tập trung.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học bài kiểm tra giữa kỳ em cảm thấy hiểu bài nhanh hơn hơn rất nhiều so với trước đây.","POSITIVE"
"Cách chấm điểm không rõ ràng, em không biết mình sai ở đâu.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài kiểm tra giữa kỳ trở nên hứng thú hẳn lên hơn.","POSITIVE"
"Dạo này em khá bận rộn nên khi học khối lượng kiến thức em cảm thấy kiệt sức và rất khó tập trung.","NEGATIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học tốc độ giảng bài trong trạng thái nản lắm rồi nhiều ngày nay.","NEGATIVE"
"Hơi quá tải thật sự nhưng em vẫn theo kịp bài.","NEUTRAL"
"Nhờ giảm bớt việc làm thêm nên em có năng lượng học sự tương tác trong lớp và thấy dễ tiếp thu hơn rõ rệt.","POSITIVE"
"Tâm trạng em tốt hơn trước nên khi học bài giảng em thấy tự tin hơn trước nhiều và dễ tập trung hơn.","POSITIVE"
"Nhờ mất động lực học tập nên em có năng lượng học lịch học và thấy yên tâm hơn nhiều rõ rệt.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học tốc độ giảng bài em cảm thấy khá tự tin hơn rất nhiều so với trước đây.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học hoạt động nhóm em cảm thấy yên tâm hơn nhiều hơn rất nhiều so với trước đây.","POSITIVE"
"Em chưa thật sự ổn định về stress kéo dài nhiều ngày nên học bài giảng vẫn chưa có cảm xúc gì mạnh.","NEUTRAL"
"Hơi kiệt sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Tuy mất động lực nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Em đang bị hơi rối một chút nên việc theo kịp lịch học dày khiến em kiệt sức thật sự.","NEGATIVE"
"Dạo này sinh hoạt của em không quá ổn định nên việc học tốc độ giảng bài chỉ ở mức khá áp lực, chưa có gì nổi bật.","NEUTRAL"
"bài hơi khó nhưng em vẫn theo kịp bài tốt.","POSITIVE"
"Tình hình cá nhân của em stress kéo dài nhiều ngày nên học tốc độ giảng bài cũng chỉ chưa có cảm xúc gì mạnh như vậy.","NEUTRAL"
"Tình trạng chuyện gia đình làm em phân tâm làm em học tiến độ học kỳ trong trạng thái mất động lực nhiều ngày nay.","NEGATIVE"
"Nhờ thiếu ngủ thường xuyên nên em có năng lượng học feedback từ giảng viên và thấy vui vì hiểu ra rồi rõ rệt.","POSITIVE"
"Bài hơi khó nhưng em vẫn xử lý được.","NEUTRAL"
"Dạo này em thiếu ngủ thường xuyên nên khi học kỳ thi cuối kỳ em cảm thấy mất động lực và rất khó tập trung.","NEGATIVE"
"Tuy không theo kịp nhưng em vẫn làm được bài tập.","NEUTRAL"
"Dạo này em áp lực từ việc làm thêm nên khi học nội dung khó em cảm thấy kiệt sức và rất khó tập trung.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học tài liệu học tập em cảm thấy nhẹ đầu hơn nhiều hơn rất nhiều so với trước đây.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài kiểm tra giữa kỳ trở nên thấy tiến bộ rõ hơn.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học cách chấm điểm em cảm thấy ổn áp hơn rất nhiều so với trước đây.","POSITIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học lịch học dày trong trạng thái muốn bỏ cuộc nhiều ngày nay.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học bài thực hành em thấy hứng thú hẳn lên và dễ tập trung hơn.","POSITIVE"
"Dạo này em tâm lý thoải mái hơn nên khi học bài tập nhóm em cảm thấy muốn bỏ cuộc và rất khó tập trung.","NEGATIVE"
"Tưởng sẽ ổn định nhưng cuối cùng lại kiệt sức.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học lịch học em cảm thấy khá tự tin hơn rất nhiều so với trước đây.","POSITIVE"
"Nhờ stress kéo dài nhiều ngày nên em có năng lượng học bài giảng và thấy hiểu bài nhanh hơn rõ rệt.","POSITIVE"
"Nhờ thiếu ngủ thường xuyên nên em có năng lượng học sự tương tác trong lớp và thấy thấy tiến bộ rõ rõ rệt.","POSITIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học lịch học dày trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài kiểm tra giữa kỳ trở nên rất thoải mái hơn.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học deadline bài tập trở nên nhẹ đầu hơn nhiều hơn.","POSITIVE"
"Tâm trạng em tốt hơn trước nên khi học bài thực hành em thấy ổn áp và dễ tập trung hơn.","POSITIVE"
"Dạo này sinh hoạt của em khá bận rộn nên việc học khối lượng kiến thức chỉ ở mức căng thẳng nhẹ, chưa có gì nổi bật.","NEUTRAL"
"Dạo này tinh thần em khá ổn nên khi học sự tương tác trong lớp em cảm thấy thấy tiến bộ rõ hơn rất nhiều so với trước đây.","POSITIVE"
"Em chưa thật sự ổn định về việc sắp xếp thời gian hợp lý hơn nên học bài giảng vẫn khá áp lực.","NEUTRAL"
"Tình trạng chuyện gia đình làm em phân tâm làm em học bài tập nhóm trong trạng thái khó theo kịp nhiều ngày nay.","NEGATIVE"
"Tình hình cá nhân của em khá bận rộn nên học deadline bài tập cũng chỉ không thoải mái lắm như vậy.","NEUTRAL"
"Dạo này em áp lực từ việc làm thêm nên khi học khối lượng kiến thức em cảm thấy muốn bỏ cuộc và rất khó tập trung.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học deadline bài tập em thấy thấy tiến bộ rõ và dễ tập trung hơn.","POSITIVE"
"Dạo này em mất động lực học tập nên khi học tốc độ giảng bài em cảm thấy rất áp lực và rất khó tập trung.","NEGATIVE"
"Em đang bị khá mệt mỏi nên việc theo kịp bài thực hành khiến em mất động lực thật sự.","NEGATIVE"
"Bình thường, em không thấy khó hơn các kỳ trước.","NEUTRAL"
"Nhờ việc sắp xếp thời gian hợp lý hơn nên em có năng lượng học deadline bài tập và thấy vui vì hiểu ra rồi rõ rệt.","POSITIVE"
"Dạo này sinh hoạt của em áp lực từ việc làm thêm nên việc học việc học nhóm chỉ ở mức không thích không ghét, chưa có gì nổi bật.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học sự tương tác trong lớp trở nên hài lòng ghê hơn.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học tốc độ giảng bài trở nên chill hơn hẳn hơn.","POSITIVE"
"Em đang bị stress kéo dài nhiều ngày nên việc theo kịp cách dạy khiến em mệt mỏi ghê thật sự.","NEGATIVE"
"Môn này không phải sở thích của em nhưng em vẫn cố học.","NEUTRAL"
"Em chưa thật sự ổn định về áp lực từ việc làm thêm nên học bài kiểm tra giữa kỳ vẫn học được.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học khối lượng kiến thức trở nên chill hơn hẳn hơn.","POSITIVE"
"Tình hình cá nhân của em ngủ đủ giấc hơn trước nên học tài liệu cũng chỉ không quá dễ như vậy.","NEUTRAL"
"Vì việc sắp xếp thời gian hợp lý hơn nên dù yêu cầu môn học không quá khó em vẫn thấy muốn bỏ cuộc.","NEGATIVE"
"Nhờ chuyện gia đình làm em phân tâm nên em có năng lượng học deadline bài tập và thấy rất thoải mái rõ rệt.","POSITIVE"
"Vì ít áp lực từ gia đình hơn nên dù khối lượng kiến thức không quá khó em vẫn thấy không tập trung được.","NEGATIVE"
"Tình trạng tâm trạng không ổn định làm em học yêu cầu môn học trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"Tình hình cá nhân của em ngủ đủ giấc hơn trước nên học bài giảng cũng chỉ vừa phải như vậy.","NEUTRAL"
"Em vẫn đang cố cân bằng giữa tâm lý thoải mái hơn và học việc học nhóm nên cảm thấy vừa phải.","NEUTRAL"
"Nhờ thiếu ngủ thường xuyên nên em có năng lượng học tài liệu học tập và thấy chill hơn hẳn rõ rệt.","POSITIVE"
"Tuy đuối sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Vì stress kéo dài nhiều ngày nên dù tốc độ giảng bài không quá khó em vẫn thấy muốn bỏ cuộc.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học khối lượng kiến thức em thấy hiểu bài nhanh hơn và dễ tập trung hơn.","POSITIVE"
"Tình hình cá nhân của em thiếu ngủ thường xuyên nên học nội dung tuần này cũng chỉ hơi mệt như vậy.","NEUTRAL"
"Nhờ stress kéo dài nhiều ngày nên em có năng lượng học feedback từ giảng viên và thấy hứng thú hẳn lên rõ rệt.","POSITIVE"
"Vì ít áp lực từ gia đình hơn nên dù khối lượng kiến thức không quá khó em vẫn thấy muốn bỏ cuộc.","NEGATIVE"
"Dạo này em chuyện gia đình làm em phân tâm nên khi học bài thực hành em cảm thấy kiệt sức và rất khó tập trung.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học khối lượng kiến thức trở nên có động lực hơn hẳn hơn.","POSITIVE"
"Dạo này sinh hoạt của em việc sắp xếp thời gian hợp lý hơn nên việc học nội dung tuần này chỉ ở mức không quá dễ, chưa có gì nổi bật.","NEUTRAL"
"Tình trạng tâm trạng không ổn định làm em học kỳ thi cuối kỳ trong trạng thái mất động lực nhiều ngày nay.","NEGATIVE"
"Vì hơi rối một chút nên dù kỳ thi cuối kỳ không quá khó em vẫn thấy bị quá tải.","NEGATIVE"
"Nhờ stress kéo dài nhiều ngày nên em có năng lượng học bài kiểm tra giữa kỳ và thấy thấy tiến bộ rõ rõ rệt.","POSITIVE"
"Tình trạng không quá ổn định làm em học yêu cầu môn học trong trạng thái đuối sức nhiều ngày nay.","NEGATIVE"
"Dạo này sinh hoạt của em ít áp lực từ gia đình hơn nên việc học việc học nhóm chỉ ở mức không thích không ghét, chưa có gì nổi bật.","NEUTRAL"
"Vì stress kéo dài nhiều ngày nên dù tài liệu thiếu không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Em chưa thật sự ổn định về giảm bớt việc làm thêm nên học tốc độ giảng bài vẫn chưa có cảm xúc gì mạnh.","NEUTRAL"
"Dạo này sinh hoạt của em khá bận rộn nên việc học tốc độ giảng bài chỉ ở mức không có gì nổi bật, chưa có gì nổi bật.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học cách chấm điểm trở nên dễ tiếp thu hơn hơn.","POSITIVE"
"Em đang bị ít áp lực từ gia đình hơn nên việc theo kịp lịch học dày khiến em khó theo kịp thật sự.","NEGATIVE"
"Dạo này em tâm lý thoải mái hơn nên khi học bài thực hành em cảm thấy không thở được và rất khó tập trung.","NEGATIVE"
"Nhờ việc sắp xếp thời gian hợp lý hơn nên em có năng lượng học bài thực hành và thấy chill hơn hẳn rõ rệt.","POSITIVE"
"Tình trạng stress kéo dài nhiều ngày làm em học lịch học dày trong trạng thái dễ nản nhiều ngày nay.","NEGATIVE"
"Em đang bị tâm lý thoải mái hơn nên việc theo kịp yêu cầu môn học khiến em dễ nản thật sự.","NEGATIVE"
"Vì tâm trạng không ổn định nên dù bài tập nhóm không quá khó em vẫn thấy rất áp lực.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học sự tương tác trong lớp em thấy hứng thú hẳn lên và dễ tập trung hơn.","POSITIVE"
"Dạo này em hơi rối một chút nên khi học cách dạy em cảm thấy dễ nản và rất khó tập trung.","NEGATIVE"
"theo kịp nhưng thực tế em lại đuối sức.","NEGATIVE"
"Nhờ áp lực từ việc làm thêm nên em có năng lượng học lịch học và thấy hài lòng ghê rõ rệt.","POSITIVE"
"Em đang bị hơi rối một chút nên việc theo kịp tài liệu thiếu khiến em khó theo kịp thật sự.","NEGATIVE"
"Tình trạng khá bận rộn làm em học deadline bài tập trong trạng thái đầu óc quay tít nhiều ngày nay.","NEGATIVE"
"Em chưa thật sự ổn định về tâm trạng không ổn định nên học deadline bài tập vẫn khá áp lực.","NEUTRAL"
"ổn định nhưng thực tế em lại kiệt sức.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học tài liệu học tập em thấy chill hơn hẳn và dễ tập trung hơn.","POSITIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học khối lượng kiến thức em cảm thấy nản lắm rồi và rất khó tập trung.","NEGATIVE"
"Mặc dù đuối sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Em đang cảm thấy đuối sức, theo không kịp tiến độ.","NEGATIVE"
"Nhờ stress kéo dài nhiều ngày nên em có năng lượng học bài thực hành và thấy dễ tiếp thu hơn rõ rệt.","POSITIVE"
"Em vẫn đang cố cân bằng giữa chuyện gia đình làm em phân tâm và học bài giảng nên cảm thấy vừa phải.","NEUTRAL"
"Em chưa thật sự ổn định về thiếu ngủ liên tục nên học việc học nhóm vẫn ở mức trung bình.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học cách chấm điểm em thấy chill hơn hẳn và dễ tập trung hơn.","POSITIVE"
"Tình trạng khá mệt mỏi làm em học cách chấm điểm trong trạng thái rất áp lực nhiều ngày nay.","NEGATIVE"
"Tình hình cá nhân của em mất động lực học tập nên học tài liệu cũng chỉ học được như vậy.","NEUTRAL"
"Em chưa thật sự ổn định về áp lực từ việc làm thêm nên học tốc độ giảng bài vẫn tạm chấp nhận được.","NEUTRAL"
"Tuy không theo kịp nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Nhờ không quá ổn định nên em có năng lượng học deadline bài tập và thấy dễ tiếp thu hơn rõ rệt.","POSITIVE"
"Em đang bị tâm lý thoải mái hơn nên việc theo kịp tốc độ giảng bài khiến em khó theo kịp thật sự.","NEGATIVE"
"Dạo này sinh hoạt của em khá mệt mỏi nên việc học bài tập chỉ ở mức hơi mệt, chưa có gì nổi bật.","NEUTRAL"
"Em đang bị giảm bớt việc làm thêm nên việc theo kịp cách dạy khiến em khó theo kịp thật sự.","NEGATIVE"
"Nhờ việc sắp xếp thời gian hợp lý hơn nên em có năng lượng học sự tương tác trong lớp và thấy vui vì hiểu ra rồi rõ rệt.","POSITIVE"
"Vì ít áp lực từ gia đình hơn nên dù tốc độ giảng bài không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Vì ít áp lực từ gia đình hơn nên dù nội dung khó không quá khó em vẫn thấy nản lắm rồi.","NEGATIVE"
"Dạo này em thiếu ngủ thường xuyên nên khi học cách dạy em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học bài kiểm tra giữa kỳ em cảm thấy dễ tiếp thu hơn hơn rất nhiều so với trước đây.","POSITIVE"
"Dù tiến độ nhanh nhưng em vẫn làm được bài tập được.","POSITIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học tiến độ học kỳ em cảm thấy stress liên tục và rất khó tập trung.","NEGATIVE"
"ổn định nhưng thực tế em lại mất động lực.","NEGATIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học tài liệu thiếu em cảm thấy stress liên tục và rất khó tập trung.","NEGATIVE"
"Em không muốn than thở nhưng dạo này thật sự quá sức.","NEGATIVE"
"Dạo này em chuyện gia đình làm em phân tâm nên khi học yêu cầu môn học em cảm thấy đầu óc quay tít và rất khó tập trung.","NEGATIVE"
"Em muốn bỏ cuộc thật sự, căng thẳng quá mức.","NEGATIVE"
"Nhờ hơi rối một chút nên em có năng lượng học sự tương tác trong lớp và thấy ổn áp rõ rệt.","POSITIVE"
"Nhờ thiếu ngủ liên tục nên em có năng lượng học sự tương tác trong lớp và thấy vui vì hiểu ra rồi rõ rệt.","POSITIVE"
"Tài liệu thầy cho rõ ràng, em tự đọc được.","POSITIVE"
"Dạo này em giảm bớt việc làm thêm nên khi học bài tập nhóm em cảm thấy đầu óc quay tít và rất khó tập trung.","NEGATIVE"
"Dạo này sinh hoạt của em áp lực từ việc làm thêm nên việc học việc học nhóm chỉ ở mức ổn định, chưa có gì nổi bật.","NEUTRAL"
"Vì thiếu ngủ liên tục nên dù kỳ thi cuối kỳ không quá khó em vẫn thấy đầu óc quay tít.","NEGATIVE"
"Nhờ tâm trạng không ổn định nên em có năng lượng học deadline bài tập và thấy có động lực hơn hẳn rõ rệt.","POSITIVE"
"Dạo này em hơi rối một chút nên khi học deadline bài tập em cảm thấy bị quá tải và rất khó tập trung.","NEGATIVE"
"Dạo này sinh hoạt của em áp lực từ việc làm thêm nên việc học nội dung tuần này chỉ ở mức khá ổn, chưa có gì nổi bật.","NEUTRAL"
"Tưởng sẽ theo kịp nhưng cuối cùng lại kiệt sức.","NEGATIVE"
"Vì chuyện gia đình làm em phân tâm nên dù khối lượng kiến thức không quá khó em vẫn thấy nản lắm rồi.","NEGATIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng lại stress nặng.","NEGATIVE"
"Tình trạng hơi rối một chút làm em học bài kiểm tra giữa kỳ trong trạng thái không tập trung được nhiều ngày nay.","NEGATIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học tài liệu thiếu em cảm thấy không tập trung được và rất khó tập trung.","NEGATIVE"
"Mỗi lần tới môn này là em thấy nặng nề hẳn.","NEGATIVE"
"Tuy quá tải thật sự nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Mặc dù stress nặng nhưng em vẫn làm được bài tập.","NEUTRAL"
"Dạo này em tâm trạng không ổn định nên khi học bài kiểm tra giữa kỳ em cảm thấy không tập trung được và rất khó tập trung.","NEGATIVE"
"Dạo này em thiếu ngủ liên tục nên khi học tài liệu thiếu em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Dạo này sinh hoạt của em ngủ đủ giấc hơn trước nên việc học bài tập chỉ ở mức căng thẳng nhẹ, chưa có gì nổi bật.","NEUTRAL"
"tiến độ nhanh nhưng em vẫn hiểu được nội dung tốt.","POSITIVE"
"Em đang bị ít áp lực từ gia đình hơn nên việc theo kịp tài liệu thiếu khiến em khó theo kịp thật sự.","NEGATIVE"
"Nhờ hơi rối một chút nên em có năng lượng học hoạt động nhóm và thấy ổn áp rõ rệt.","POSITIVE"
