"feedback_text","sentiment_label"
"Nhờ cách tổ chức môn hợp lý, em thấy có động lực hơn hẳn với việc học nhóm hơn rồi.","POSITIVE"
"Em đang ở mức trung bình với lịch học, hơi rối.","NEUTRAL"
"Hơi mất động lực nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"lịch học dày nhưng em vẫn hiểu được nội dung tốt.","POSITIVE"
"Em muốn bỏ cuộc khi học kỳ thi cuối kỳ – nhóm không làm việc được với nhau.","NEGATIVE"
"Học việc học nhóm ổn, nhưng em chưa có cảm hứng gì đặc biệt.","NEUTRAL"
"tài liệu rõ ràng hơn nên em thấy khá tự tin khi học feedback từ giảng viên.","POSITIVE"
"Cứ nghĩ khối lượng kiến thức sẽ khó, nhưng em lại thấy yên tâm hơn nhiều.","POSITIVE"
"Thật ra lịch học cũng thú vị, em thấy vui vì hiểu ra rồi khi làm quen rồi.","POSITIVE"
"Em mệt mỏi ghê khi học kỳ thi cuối kỳ – không hiểu bài mà ngại hỏi.","NEGATIVE"
"Em không có gì nổi bật với cách dạy, vẫn đang cố làm quen.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng lại stress nặng.","NEGATIVE"
"Em thấy mệt mỏi ghê – lịch học dày và cách dạy hơi khó theo cộng lại quá sức.","NEGATIVE"
"Nhờ bạn nhóm hợp tác tốt, em thấy hứng thú hẳn lên với tài liệu học tập hơn rồi.","POSITIVE"
"Em đang ở mức trung bình với tài liệu, không có gì nổi bật.","NEUTRAL"
"tốc độ giảng bài làm em mệt mỏi ghê, em không biết mình còn theo được không.","NEGATIVE"
"tài liệu bình thường, em học được nhưng cần thêm thời gian.","NEUTRAL"
"Em thấy nản vì cố mãi mà điểm vẫn không cải thiện.","NEGATIVE"
"Dạo này khối lượng kiến thức khiến em rất thoải mái, có lẽ nhờ môi trường lớp tích cực.","POSITIVE"
"Dạo này sự tương tác trong lớp khiến em yên tâm hơn nhiều, có lẽ nhờ được hướng dẫn chi tiết hơn.","POSITIVE"
"Em hứng thú hẳn lên lắm – bạn nhóm hợp tác tốt giúp em nhiều.","POSITIVE"
"Em đang ở mức trung bình với cách dạy, bình thường.","NEUTRAL"
"Nhờ môi trường lớp tích cực, em thấy có động lực hơn hẳn với sự tương tác trong lớp hơn rồi.","POSITIVE"
"Em thấy tạm chấp nhận được với lịch học, không hơn không kém.","NEUTRAL"
"nhóm không làm việc được với nhau nên yêu cầu môn học làm em mất động lực liên tục.","NEGATIVE"
"bài nhiều mà thời gian không đủ khiến em khó theo kịp với nội dung khó.","NEGATIVE"
"Nhờ môi trường lớp tích cực, em thấy hiểu bài nhanh hơn với sự tương tác trong lớp hơn rồi.","POSITIVE"
"Nhờ tài liệu rõ ràng hơn, em thấy hiểu bài nhanh hơn với hoạt động nhóm hơn rồi.","POSITIVE"
"Em rất thoải mái lắm – em chủ động hỏi thêm giúp em nhiều.","POSITIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng lại không theo kịp.","NEGATIVE"
"Buổi học hôm nay thú vị hơn em tưởng.","POSITIVE"
"áp lực từ nhiều môn cùng lúc khiến em đuối sức với cách dạy.","NEGATIVE"
"Môn này không phải sở thích của em nhưng em vẫn cố học.","NEUTRAL"
"Dạo này bài kiểm tra giữa kỳ khiến em hứng thú hẳn lên, có lẽ nhờ tài liệu rõ ràng hơn.","POSITIVE"
"Em thấy hơi mệt với cách dạy, không hơn không kém.","NEUTRAL"
"Em hơi rối với bài tập, vẫn đang cố làm quen.","NEUTRAL"
"Tạm chấp nhận được, việc học nhóm không phải điểm em lo nhất.","NEUTRAL"
"Nhờ bạn nhóm hợp tác tốt, em thấy yên tâm hơn nhiều với tài liệu học tập hơn rồi.","POSITIVE"
"Em đầu óc quay tít khi học tiến độ học kỳ – không có tài liệu rõ ràng.","NEGATIVE"
"Dạo này việc học nhóm khiến em vui vì hiểu ra rồi, có lẽ nhờ cách tổ chức môn hợp lý.","POSITIVE"
"Em kiệt sức khi học bài tập nhóm – không có tài liệu rõ ràng.","NEGATIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng lại quá tải thật sự.","NEGATIVE"
"Dạo này sự tương tác trong lớp khiến em yên tâm hơn nhiều, có lẽ nhờ môi trường lớp tích cực.","POSITIVE"
"Em cảm thấy tự tin hơn sau buổi ôn tập.","POSITIVE"
"Em đang ở mức trung bình với bài giảng, khá ổn.","NEUTRAL"
"bài giảng bình thường, em học được nhưng cần thêm thời gian.","NEUTRAL"
"môi trường lớp tích cực nên em thấy yên tâm hơn nhiều khi học bài giảng.","POSITIVE"
"Em mệt mỏi ghê khi học tài liệu thiếu – bài nhiều mà thời gian không đủ.","NEGATIVE"
"em đang thiếu ngủ ghê khiến em dễ nản với khối lượng kiến thức.","NEGATIVE"
"Em thấy rất áp lực – tốc độ giảng bài và deadline dồn vào một tuần cộng lại quá sức.","NEGATIVE"
"Hơi không theo kịp nhưng em vẫn vẫn học ổn.","NEUTRAL"
"nhóm không làm việc được với nhau nên bài thực hành làm em hoang mang thật sự liên tục.","NEGATIVE"
"Em đang ở mức trung bình với tốc độ giảng bài, ở mức trung bình.","NEUTRAL"
"Mặc dù kiệt sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Em khó theo kịp khi học lịch học dày – cách dạy hơi khó theo.","NEGATIVE"
"bạn nhóm hợp tác tốt nên em thấy có động lực hơn hẳn khi học bài kiểm tra giữa kỳ.","POSITIVE"
"Nhờ em chủ động hỏi thêm, em thấy tự tin hơn trước nhiều với deadline bài tập hơn rồi.","POSITIVE"
"Môn này ổn, không khiến em thích hay chán gì đặc biệt.","NEUTRAL"
"được hướng dẫn chi tiết hơn nên em thấy yên tâm hơn nhiều khi học cách chấm điểm.","POSITIVE"
"Em đang ở mức trung bình với lịch học, hơi mệt.","NEUTRAL"
"Nhờ cách tổ chức môn hợp lý, em thấy hiểu bài nhanh hơn với bài thực hành hơn rồi.","POSITIVE"
"Nhờ môi trường lớp tích cực, em thấy hài lòng ghê với cách giải thích của thầy cô hơn rồi.","POSITIVE"
"Em khá tự tin lắm – môi trường lớp tích cực giúp em nhiều.","POSITIVE"
"Gần đây hoạt động nhóm không còn là nỗi lo nữa, em thấy thấy tiến bộ rõ.","POSITIVE"
"Em thấy rất áp lực vì khối lượng kiến thức tiến độ quá nhanh.","NEGATIVE"
"Dạo này bài thực hành khiến em dễ tiếp thu hơn, có lẽ nhờ tài liệu rõ ràng hơn.","POSITIVE"
"Em đang ở mức trung bình với việc học nhóm, ổn định.","NEUTRAL"
"bạn nhóm hợp tác tốt nên em thấy dễ tiếp thu hơn khi học khối lượng kiến thức.","POSITIVE"
"Em khó theo kịp thật sự – deadline bài tập khó quá mà không có đủ tài liệu.","NEGATIVE"
"bạn nhóm hợp tác tốt nên em thấy khá tự tin khi học lịch học.","POSITIVE"
"Tưởng sẽ ổn định nhưng cuối cùng lại không theo kịp.","NEGATIVE"
"Mặc dù không theo kịp nhưng em vẫn nắm được ý chính.","NEUTRAL"
"các yêu cầu môn học không quá khó nhưng cũng chưa gây hứng thú cho em.","NEUTRAL"
"Em thấy không tập trung được vì kỳ thi cuối kỳ tiến độ quá nhanh.","NEGATIVE"
"cách tổ chức môn hợp lý nên em thấy yên tâm hơn nhiều khi học deadline bài tập.","POSITIVE"
"Em đang ở mức trung bình với lịch học, chưa có cảm xúc gì mạnh.","NEUTRAL"
"Gần đây bài thực hành không còn là nỗi lo nữa, em thấy ổn áp.","POSITIVE"
"Tạm chấp nhận được, deadline bài tập không phải điểm em lo nhất.","NEUTRAL"
"deadline dồn vào một tuần khiến em hoang mang thật sự với tốc độ giảng bài.","NEGATIVE"
"Tạm chấp nhận được, lịch học không phải điểm em lo nhất.","NEUTRAL"
"Nhờ cách tổ chức môn hợp lý, em thấy yên tâm hơn nhiều với cách giải thích của thầy cô hơn rồi.","POSITIVE"
"lịch học dày nhưng em vẫn vẫn học ổn tốt.","POSITIVE"
"Tuy mất động lực nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Em bị quá tải khi học nội dung khó – nhóm không làm việc được với nhau.","NEGATIVE"
"em đang thiếu ngủ ghê khiến em hoang mang thật sự với kỳ thi cuối kỳ.","NEGATIVE"
"Em đang ở mức trung bình với nội dung tuần này, chưa có cảm xúc gì mạnh.","NEUTRAL"
"deadline dồn vào một tuần nên yêu cầu môn học làm em nản lắm rồi liên tục.","NEGATIVE"
"em đang thiếu ngủ ghê khiến em đầu óc quay tít với tài liệu thiếu.","NEGATIVE"
"nhóm không làm việc được với nhau nên kỳ thi cuối kỳ làm em không thở được liên tục.","NEGATIVE"
"Tuy không theo kịp nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Nhờ tài liệu rõ ràng hơn, em thấy khá tự tin với deadline bài tập hơn rồi.","POSITIVE"
"Em nản lắm rồi thật sự – nội dung khó khó quá mà không có đủ tài liệu.","NEGATIVE"
"Em kiệt sức khi học khối lượng kiến thức – em đang thiếu ngủ ghê.","NEGATIVE"
"Tưởng sẽ học tốt nhưng cuối cùng lại kiệt sức.","NEGATIVE"
"Thật ra deadline bài tập cũng thú vị, em thấy rất thoải mái khi làm quen rồi.","POSITIVE"
"Tuy kiệt sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Em cảm thấy được hỗ trợ nhiều, không bị bơ như các môn khác.","POSITIVE"
"bạn nhóm hợp tác tốt nên em thấy khá tự tin khi học tài liệu học tập.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn theo kịp bài.","NEUTRAL"
"bài tập quá nhiều so với thời gian khiến em mệt mỏi ghê với tốc độ giảng bài.","NEGATIVE"
"Nhìn chung việc học nhóm ổn, chưa cần can thiệp gì.","NEUTRAL"
"Gần đây tài liệu học tập không còn là nỗi lo nữa, em thấy chill hơn hẳn.","POSITIVE"
"Tạm chấp nhận được, tốc độ giảng bài không phải điểm em lo nhất.","NEUTRAL"
"Em thấy học được với lịch học, không hơn không kém.","NEUTRAL"
"Thật ra em không muốn nói nhưng bài kiểm tra giữa kỳ đang làm em mệt mỏi ghê.","NEGATIVE"
"Dạo này bài tập nhóm khiến em bị quá tải, cách dạy hơi khó theo.","NEGATIVE"
"Cũng ổn thôi, lịch học vừa sức với em.","NEUTRAL"
"Dạo này tài liệu thiếu khiến em mất động lực, deadline dồn vào một tuần.","NEGATIVE"
"Không hiểu bài, hỏi thì ngại, cứ thế ngồi ngẩn.","NEGATIVE"
"tiến độ học kỳ làm em mất động lực, em không biết mình còn theo được không.","NEGATIVE"
"Em vẫn theo kịp bài tập, nhưng cần đọc thêm ngoài giờ.","NEUTRAL"
"Bài hơi khó nhưng em vẫn xử lý được.","NEUTRAL"
"Nhờ bạn nhóm hợp tác tốt, em thấy thấy tiến bộ rõ với feedback từ giảng viên hơn rồi.","POSITIVE"
"Em thấy không thích không ghét với các yêu cầu môn học, không hơn không kém.","NEUTRAL"
"Em yên tâm hơn nhiều lắm – cách tổ chức môn hợp lý giúp em nhiều.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"khối lượng kiến thức không quá khó nhưng cũng chưa gây hứng thú cho em.","NEUTRAL"
"Khối lượng bài vừa đủ, không nhàn quá mà cũng không nhiều quá.","NEUTRAL"
"Em đang ở mức trung bình với tài liệu, không quá dễ.","NEUTRAL"
"Thật ra em không muốn nói nhưng kỳ thi cuối kỳ đang làm em nản lắm rồi.","NEGATIVE"
"Em kiệt sức khi học bài thực hành – nhóm không làm việc được với nhau.","NEGATIVE"
"Nói chung em hài lòng với cách học kỳ này.","POSITIVE"
"Em thấy khó theo kịp – cách dạy và không hiểu bài mà ngại hỏi cộng lại quá sức.","NEGATIVE"
"Em thấy hiểu bài nhanh hơn ạ, việc học nhóm hợp với em hơn kỳ trước.","POSITIVE"
"Dạo này feedback từ giảng viên khiến em yên tâm hơn nhiều, có lẽ nhờ bài giảng được cải thiện nhiều.","POSITIVE"
"Dạo này tốc độ giảng bài khiến em mất động lực, không hiểu bài mà ngại hỏi.","NEGATIVE"
"thầy cô hỗ trợ nhiệt tình nên em thấy chill hơn hẳn khi học cách giải thích của thầy cô.","POSITIVE"
"Em ở mức trung bình với lịch học, vẫn đang cố làm quen.","NEUTRAL"
"thầy cô hỗ trợ nhiệt tình nên em thấy hiểu bài nhanh hơn khi học bài kiểm tra giữa kỳ.","POSITIVE"
"Tuy kiệt sức nhưng em vẫn theo kịp bài.","NEUTRAL"
"Em thấy tự tin hơn trước nhiều khi học lịch học, thầy/cô giải thích dễ hiểu lắm.","POSITIVE"
"Cứ nghĩ deadline bài tập sẽ khó, nhưng em lại thấy yên tâm hơn nhiều.","POSITIVE"
"bạn nhóm hợp tác tốt nên em thấy vui vì hiểu ra rồi khi học việc học nhóm.","POSITIVE"
"Em thấy bình thường – không có gì đáng lo nhưng cũng chưa thích lắm.","NEUTRAL"
"Dạo này cách chấm điểm khiến em tự tin hơn trước nhiều, có lẽ nhờ môi trường lớp tích cực.","POSITIVE"
"Dạo này tài liệu thiếu khiến em hoang mang thật sự, bài tập quá nhiều so với thời gian.","NEGATIVE"
"deadline bài tập đang làm em mất động lực, không biết hỏi ai.","NEGATIVE"
"cách dạy làm em stress liên tục, em không biết mình còn theo được không.","NEGATIVE"
"nhóm không làm việc được với nhau khiến em rất áp lực với deadline bài tập.","NEGATIVE"
"Tạm chấp nhận được, bài tập không phải điểm em lo nhất.","NEUTRAL"
"cách tổ chức môn hợp lý nên em thấy hiểu bài nhanh hơn khi học lịch học.","POSITIVE"
"Nhờ em chủ động hỏi thêm, em thấy hài lòng ghê với khối lượng kiến thức hơn rồi.","POSITIVE"
"Dạo này bài giảng khiến em hài lòng ghê, có lẽ nhờ em chủ động hỏi thêm.","POSITIVE"
"Cũng ổn thôi, tài liệu vừa sức với em.","NEUTRAL"
"Bài tập vừa sức, em làm được mà vẫn học được thêm.","POSITIVE"
"Học bài giảng ổn, nhưng em chưa có cảm hứng gì đặc biệt.","NEUTRAL"
"Dạo này bài tập nhóm khiến em muốn bỏ cuộc, nhóm không làm việc được với nhau.","NEGATIVE"
"Học tài liệu ổn, nhưng em chưa có cảm hứng gì đặc biệt.","NEUTRAL"
"hiểu bài nhưng thực tế em lại không theo kịp.","NEGATIVE"
"Em rất áp lực thật sự – kỳ thi cuối kỳ khó quá mà không có đủ tài liệu.","NEGATIVE"
"Không theo kịp yêu cầu môn học làm em không tập trung được nhiều ngày nay.","NEGATIVE"
"Tạm chấp nhận được, nội dung tuần này không phải điểm em lo nhất.","NEUTRAL"
"Em rất áp lực khi học tài liệu thiếu – không hiểu bài mà ngại hỏi.","NEGATIVE"
"Dạo này cách chấm điểm khiến em vui vì hiểu ra rồi, có lẽ nhờ em chủ động hỏi thêm.","POSITIVE"
"Cứ nghĩ feedback từ giảng viên sẽ khó, nhưng em lại thấy yên tâm hơn nhiều.","POSITIVE"
"Em thấy học được với cách dạy, không hơn không kém.","NEUTRAL"
"Nhờ tài liệu rõ ràng hơn, em thấy hài lòng ghê với yêu cầu môn học hơn rồi.","POSITIVE"
"Em nhẹ đầu hơn nhiều lắm – em chủ động hỏi thêm giúp em nhiều.","POSITIVE"
"môi trường lớp tích cực nên em thấy hài lòng ghê khi học tốc độ giảng bài.","POSITIVE"
"bài giảng được cải thiện nhiều nên em thấy khá tự tin khi học bài kiểm tra giữa kỳ.","POSITIVE"
"Em vẫn theo kịp lịch học, nhưng cần đọc thêm ngoài giờ.","NEUTRAL"
"Em rất áp lực khi học bài thực hành – deadline dồn vào một tuần.","NEGATIVE"
"Dạo này kỳ thi cuối kỳ khiến em bị quá tải, áp lực từ nhiều môn cùng lúc.","NEGATIVE"
"Em thấy bị quá tải – khối lượng kiến thức và nhóm không làm việc được với nhau cộng lại quá sức.","NEGATIVE"
"Em dễ nản khi học cách chấm điểm – bài nhiều mà thời gian không đủ.","NEGATIVE"
"Tình trạng hiện tại của em là tạm chấp nhận được thôi, chưa có chuyện gì.","NEUTRAL"
"Em muốn bỏ cuộc khi học khối lượng kiến thức – em đang thiếu ngủ ghê.","NEGATIVE"
"Em yên tâm hơn nhiều lắm – em chủ động hỏi thêm giúp em nhiều.","POSITIVE"
"Em thấy vừa phải – không có gì đáng lo nhưng cũng chưa thích lắm.","NEUTRAL"
"Nhờ em chủ động hỏi thêm, em thấy dễ tiếp thu hơn với cách giải thích của thầy cô hơn rồi.","POSITIVE"
"Em đang cảm thấy đuối sức, theo không kịp tiến độ.","NEGATIVE"
"Dạo này cách chấm điểm khiến em hiểu bài nhanh hơn, có lẽ nhờ bài giảng được cải thiện nhiều.","POSITIVE"
"Em thấy ổn áp khi học tốc độ giảng bài, thầy/cô giải thích dễ hiểu lắm.","POSITIVE"
"em đang thiếu ngủ ghê nên deadline bài tập làm em nản lắm rồi liên tục.","NEGATIVE"
"Em thấy hơi mệt với bài kiểm tra giữa kỳ, không hơn không kém.","NEUTRAL"
"bài kiểm tra giữa kỳ theo kịp được, không phải vấn đề lớn.","NEUTRAL"
"Dạo này sự tương tác trong lớp khiến em tự tin hơn trước nhiều, có lẽ nhờ được hướng dẫn chi tiết hơn.","POSITIVE"
"Em không tập trung được khi học bài kiểm tra giữa kỳ – em đang thiếu ngủ ghê.","NEGATIVE"
"Dạo này yêu cầu môn học khiến em yên tâm hơn nhiều, có lẽ nhờ được hướng dẫn chi tiết hơn.","POSITIVE"
"Nhờ được hướng dẫn chi tiết hơn, em thấy vui vì hiểu ra rồi với feedback từ giảng viên hơn rồi.","POSITIVE"
"Dạo này tốc độ giảng bài khiến em đuối sức, cách dạy hơi khó theo.","NEGATIVE"
"Nhìn lại thì cách chấm điểm không tệ chút nào, em cảm thấy chill hơn hẳn.","POSITIVE"
"Tạm chấp nhận được, cách dạy không phải điểm em lo nhất.","NEUTRAL"
"Tình trạng hiện tại của em là bình thường thôi, chưa có chuyện gì.","NEUTRAL"
"Tạm chấp nhận được, khối lượng kiến thức không phải điểm em lo nhất.","NEUTRAL"
"Nhìn chung lịch học ổn, chưa cần can thiệp gì.","NEUTRAL"
"Dạo này tài liệu thiếu khiến em stress liên tục, em đang thiếu ngủ ghê.","NEGATIVE"
"Hơi mất động lực nhưng em vẫn theo kịp bài.","NEUTRAL"
"Học cách dạy ổn, nhưng em chưa có cảm hứng gì đặc biệt.","NEUTRAL"
"cách dạy hơi khó theo nên tiến độ học kỳ làm em đầu óc quay tít liên tục.","NEGATIVE"
"Dù lịch học dày nhưng em vẫn hiểu được nội dung được.","POSITIVE"
"không hiểu bài mà ngại hỏi khiến em muốn bỏ cuộc với cách chấm điểm.","NEGATIVE"
"Nhờ bạn nhóm hợp tác tốt, em thấy dễ tiếp thu hơn với cách giải thích của thầy cô hơn rồi.","POSITIVE"
"nội dung tuần này theo kịp được, không phải vấn đề lớn.","NEUTRAL"
"Không theo kịp tài liệu thiếu làm em muốn bỏ cuộc nhiều ngày nay.","NEGATIVE"
"Hơi kiệt sức nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Em đang ở mức trung bình với khối lượng kiến thức, căng thẳng nhẹ.","NEUTRAL"
"Tuy quá tải thật sự nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Tuy stress nặng nhưng em vẫn làm được bài tập.","NEUTRAL"
"Em hoang mang thật sự thật sự – tốc độ giảng bài khó quá mà không có đủ tài liệu.","NEGATIVE"
"Nhìn chung tốc độ giảng bài ổn, chưa cần can thiệp gì.","NEUTRAL"
"Tuy stress nặng nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Mỗi lần đụng tới cách dạy là em lại không thở được.","NEGATIVE"
"Gần đây sự tương tác trong lớp không còn là nỗi lo nữa, em thấy dễ tiếp thu hơn.","POSITIVE"
"Em ổn định với bài giảng, vẫn đang cố làm quen.","NEUTRAL"
"Em yên tâm hơn nhiều khi tiếp cận bài giảng, cảm giác rất khác so với trước.","POSITIVE"
"nội dung tuần này bình thường, em học được nhưng cần thêm thời gian.","NEUTRAL"
"Em thấy hài lòng ghê ạ, tốc độ giảng bài hợp với em hơn kỳ trước.","POSITIVE"
"Em stress liên tục khi học kỳ thi cuối kỳ – nhóm không làm việc được với nhau.","NEGATIVE"
"Dạo này tốc độ giảng bài khiến em khó theo kịp, nhóm không làm việc được với nhau.","NEGATIVE"
"Nhờ em chủ động hỏi thêm, em thấy chill hơn hẳn với hoạt động nhóm hơn rồi.","POSITIVE"
"Nhờ bạn nhóm hợp tác tốt, em thấy tự tin hơn trước nhiều với yêu cầu môn học hơn rồi.","POSITIVE"
"Tình trạng hiện tại của em là không quá dễ thôi, chưa có chuyện gì.","NEUTRAL"
"Em vẫn theo kịp tài liệu, nhưng cần đọc thêm ngoài giờ.","NEUTRAL"
"Em đang ở mức trung bình với các yêu cầu môn học, không quá dễ.","NEUTRAL"
"Em thấy không thở được – lịch học dày và bài nhiều mà thời gian không đủ cộng lại quá sức.","NEGATIVE"
"deadline nhiều nhưng em vẫn vẫn học ổn tốt.","POSITIVE"
"Em ổn áp lắm – thầy cô hỗ trợ nhiệt tình giúp em nhiều.","POSITIVE"
"Hơi không theo kịp nhưng em vẫn làm được bài tập.","NEUTRAL"
"Chưa hứng thú lắm, nhưng em vẫn hoàn thành bài đúng hạn.","NEUTRAL"
"Em học bài giảng được nhưng chưa thấy gì đặc biệt.","NEUTRAL"
"Tình trạng hiện tại của em là vừa phải thôi, chưa có chuyện gì.","NEUTRAL"
"Em thấy khá ổn với khối lượng kiến thức, không hơn không kém.","NEUTRAL"
"nội dung tuần này không quá khó nhưng cũng chưa gây hứng thú cho em.","NEUTRAL"
"áp lực từ nhiều môn cùng lúc nên bài tập nhóm làm em dễ nản liên tục.","NEGATIVE"
"deadline nhiều nhưng em vẫn theo kịp bài tốt.","POSITIVE"
"Dạo này lịch học khiến em khá tự tin, có lẽ nhờ bài giảng được cải thiện nhiều.","POSITIVE"
"Gần đây bài giảng không còn là nỗi lo nữa, em thấy có động lực hơn hẳn.","POSITIVE"
"Em hoang mang thật sự khi học tài liệu thiếu – không có tài liệu rõ ràng.","NEGATIVE"
"Hơi không theo kịp nhưng em vẫn theo kịp bài.","NEUTRAL"
"Mặc dù đuối sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Kỳ này bài thực hành làm em hứng thú hẳn lên, em học vào hơn nhiều.","POSITIVE"
"Em thấy bình thường với deadline bài tập, không hơn không kém.","NEUTRAL"
"cách chấm điểm thật ra không khó như em nghĩ, em thấy vui vì hiểu ra rồi.","POSITIVE"
"Dạo này lịch học khiến em khá tự tin, có lẽ nhờ bạn nhóm hợp tác tốt.","POSITIVE"
"Em ổn định với lịch học, vẫn đang cố làm quen.","NEUTRAL"
"Thật ra hoạt động nhóm cũng thú vị, em thấy có động lực hơn hẳn khi làm quen rồi.","POSITIVE"
"Em dễ nản khi học nội dung khó – bài nhiều mà thời gian không đủ.","NEGATIVE"
"Em học được với nội dung tuần này, vẫn đang cố làm quen.","NEUTRAL"
"Em thấy hơi rối với nội dung tuần này, không hơn không kém.","NEUTRAL"
"Nhờ em chủ động hỏi thêm, em thấy tự tin hơn trước nhiều với sự tương tác trong lớp hơn rồi.","POSITIVE"
"Hơi kiệt sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Dạo này bài giảng khiến em vui vì hiểu ra rồi, có lẽ nhờ em chủ động hỏi thêm.","POSITIVE"
"Dạo này cách chấm điểm khiến em stress liên tục, không có tài liệu rõ ràng.","NEGATIVE"
"Em thấy nản lắm rồi – bài tập nhóm và bài nhiều mà thời gian không đủ cộng lại quá sức.","NEGATIVE"
"Em thấy ở mức trung bình với bài tập, không hơn không kém.","NEUTRAL"
"Nhờ thầy cô hỗ trợ nhiệt tình, em thấy thấy tiến bộ rõ với sự tương tác trong lớp hơn rồi.","POSITIVE"
"Học bài kiểm tra giữa kỳ ổn, nhưng em chưa có cảm hứng gì đặc biệt.","NEUTRAL"
"Mặc dù quá tải thật sự nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Dạo này lịch học dày khiến em nản lắm rồi, bài tập quá nhiều so với thời gian.","NEGATIVE"
"Em đang ở mức trung bình với các yêu cầu môn học, hơi mệt.","NEUTRAL"
"Em dễ tiếp thu hơn lắm – thầy cô hỗ trợ nhiệt tình giúp em nhiều.","POSITIVE"
"Em thấy yên tâm hơn nhiều ạ, feedback từ giảng viên hợp với em hơn kỳ trước.","POSITIVE"
"Dạo này yêu cầu môn học khiến em khó theo kịp, nhóm không làm việc được với nhau.","NEGATIVE"
"Thật ra em không muốn nói nhưng tài liệu thiếu đang làm em kiệt sức.","NEGATIVE"
"Nhờ tài liệu rõ ràng hơn, em thấy hài lòng ghê với bài kiểm tra giữa kỳ hơn rồi.","POSITIVE"
"lịch học thật ra không khó như em nghĩ, em thấy hài lòng ghê.","POSITIVE"
"Dù lịch học dày nhưng em vẫn theo kịp bài được.","POSITIVE"
"Thật ra deadline bài tập cũng thú vị, em thấy hài lòng ghê khi làm quen rồi.","POSITIVE"
"cách dạy hơi khó theo nên tài liệu thiếu làm em đuối sức liên tục.","NEGATIVE"
"nhóm không làm việc được với nhau khiến em muốn bỏ cuộc với deadline bài tập.","NEGATIVE"
"Mặc dù stress nặng nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Em thấy mệt mỏi ghê – nội dung khó và nhóm không làm việc được với nhau cộng lại quá sức.","NEGATIVE"
"Em thấy dễ nản – bài tập nhóm và áp lực từ nhiều môn cùng lúc cộng lại quá sức.","NEGATIVE"
"Em hoang mang thật sự khi học deadline bài tập – deadline dồn vào một tuần.","NEGATIVE"
"Dạo này deadline bài tập khiến em nản lắm rồi, không hiểu bài mà ngại hỏi.","NEGATIVE"
"Em thấy môn này khá hay, không chán như em nghĩ.","POSITIVE"
"Em học bài kiểm tra giữa kỳ được nhưng chưa thấy gì đặc biệt.","NEUTRAL"
"Cứ tới cách chấm điểm là em lại thấy bị quá tải, nản lắm.","NEGATIVE"
"nhóm không làm việc được với nhau khiến em không tập trung được với bài thực hành.","NEGATIVE"
"Học bài thực hành xong em thấy dễ tiếp thu hơn, hiểu ra nhiều thứ hơn.","POSITIVE"
"bạn nhóm hợp tác tốt nên em thấy nhẹ đầu hơn nhiều khi học yêu cầu môn học.","POSITIVE"
"Em không có gì nổi bật với deadline bài tập, vẫn đang cố làm quen.","NEUTRAL"
"tài liệu rõ ràng hơn nên em thấy ổn áp khi học yêu cầu môn học.","POSITIVE"
"tài liệu rõ ràng hơn nên em thấy hứng thú hẳn lên khi học cách chấm điểm.","POSITIVE"
"Lớp học thoải mái, em dám phát biểu hơn.","POSITIVE"
"Em vẫn theo kịp nội dung tuần này, nhưng cần đọc thêm ngoài giờ.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng lại không theo kịp.","NEGATIVE"
"không có tài liệu rõ ràng khiến em không thở được với bài tập nhóm.","NEGATIVE"
"Em hài lòng ghê lắm – bạn nhóm hợp tác tốt giúp em nhiều.","POSITIVE"
"Em học lịch học được nhưng chưa thấy gì đặc biệt.","NEUTRAL"
"Dạo này bài kiểm tra giữa kỳ khiến em hứng thú hẳn lên, có lẽ nhờ em chủ động hỏi thêm.","POSITIVE"
"Em thấy muốn bỏ cuộc – yêu cầu môn học và bài tập quá nhiều so với thời gian cộng lại quá sức.","NEGATIVE"
"Nhờ bạn nhóm hợp tác tốt, em thấy tự tin hơn trước nhiều với tốc độ giảng bài hơn rồi.","POSITIVE"
"Hơi đuối sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Tình trạng hiện tại của em là học được thôi, chưa có chuyện gì.","NEUTRAL"
"Hơi quá tải thật sự nhưng em vẫn vẫn học ổn.","NEUTRAL"
"nhóm không làm việc được với nhau nên nội dung khó làm em bị quá tải liên tục.","NEGATIVE"
